NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
Cerro Iglesias;Santos Reyes Nopala;73;64;" 97°14'08.029"" W";"16°07'05.100"" N"
El Carrizal;Santos Reyes Nopala;45;46;" 97°13'24.265"" W";"16°07'30.761"" N"
Piedra Negra;Santos Reyes Nopala;*;*;" 97°12'40.352"" W";"16°05'59.740"" N"
El Corozal;Santos Reyes Nopala;*;*;" 97°13'04.689"" W";"16°04'48.066"" N"
Rancho Viejo;Santos Reyes Nopala;*;*;" 97°10'39.332"" W";"16°00'48.592"" N"
La Neblina;Santos Reyes Nopala;20;18;" 97°08'57.595"" W";"16°06'17.430"" N"
Ciénega Grande;Santos Reyes Nopala;103;90;" 97°14'16.295"" W";"16°05'48.723"" N"
La Hierba Santa;Santos Reyes Nopala;38;33;" 97°13'13.986"" W";"16°09'25.572"" N"
La Pitiona;Santos Reyes Nopala;32;39;" 97°08'50.410"" W";"16°07'06.482"" N"
Loma Bonita;Santos Reyes Nopala;98;90;" 97°08'32.091"" W";"16°06'52.328"" N"
Los Ciruelos (Los Sabinos);Santos Reyes Nopala;*;*;" 97°09'20.590"" W";"16°04'48.171"" N"
Rancho Nuevo Cuixtla;Santos Reyes Nopala;11;12;" 97°13'19.677"" W";"16°03'18.084"" N"
Arroyo Piedra;Santos Reyes Nopala;44;48;" 97°08'09.033"" W";"16°04'40.318"" N"
Cerro Cuero;Santos Reyes Nopala;32;23;" 97°12'24.537"" W";"16°09'21.157"" N"
Cerro Niño;Santos Reyes Nopala;141;107;" 97°14'40.744"" W";"16°08'50.907"" N"
San Martín Pie del Cerro;Santos Reyes Nopala;59;56;" 97°15'17.419"" W";"16°06'41.720"" N"
El Paraíso;Santos Reyes Nopala;91;88;" 97°10'26.215"" W";"16°04'20.273"" N"
Rancho Nuevo Cerro del Aire;Santos Reyes Nopala;*;*;" 97°12'18.517"" W";"16°06'52.230"" N"
San Isidro Campechero;Santos Reyes Nopala;59;58;" 97°18'08.072"" W";"15°58'54.794"" N"
Vista Hermosa;Santos Reyes Nopala;206;162;" 97°12'30.247"" W";"16°06'22.688"" N"
Rancho de Enmedio;Santos Reyes Nopala;27;19;" 97°13'10.454"" W";"16°08'57.102"" N"
Santa Cruz;Santos Reyes Nopala;5;8;" 97°14'51.712"" W";"16°07'48.711"" N"
Localidades de una vivienda;Santos Reyes Nopala;3;12;*;*
Localidades de dos viviendas;Santos Reyes Nopala;19;19;*;*
Total del Municipio;Santos Reyes Pápalo;1272;1218;*;*
Santos Reyes Pápalo;Santos Reyes Pápalo;991;932;" 96°51'39.160"" W";"17°48'16.764"" N"
Cacalotepec;Santos Reyes Pápalo;204;218;" 96°52'54.136"" W";"17°45'44.517"" N"
El Girasol;Santos Reyes Pápalo;76;67;" 96°53'38.235"" W";"17°48'06.843"" N"
Celso Herrera Díaz;Santos Reyes Pápalo;*;*;" 96°52'07.407"" W";"17°48'15.341"" N"
Localidades de una vivienda;Santos Reyes Pápalo;*;*;*;*
Total del Municipio;Santos Reyes Tepejillo;490;414;*;*
Santos Reyes Tepejillo;Santos Reyes Tepejillo;458;392;" 97°56'17.961"" W";"17°26'15.921"" N"
Guadalupe Tepejillo;Santos Reyes Tepejillo;5;10;" 97°58'23.674"" W";"17°25'44.931"" N"
San Miguel de Cárdenas;Santos Reyes Tepejillo;*;*;" 97°56'47.091"" W";"17°25'46.755"" N"
Los López [Rancho];Santos Reyes Tepejillo;*;*;" 97°56'05.169"" W";"17°25'53.549"" N"
Chapultepec;Santos Reyes Tepejillo;7;5;" 97°56'24.459"" W";"17°26'40.005"" N"
Buenavista [Rancho];Santos Reyes Tepejillo;9;3;" 97°56'18.068"" W";"17°25'55.101"" N"
Localidades de una vivienda;Santos Reyes Tepejillo;*;*;*;*
Localidades de dos viviendas;Santos Reyes Tepejillo;*;*;*;*
Total del Municipio;Santos Reyes Yucuná;743;731;*;*
Santos Reyes Yucuná;Santos Reyes Yucuná;337;359;" 98°00'16.296"" W";"17°46'39.867"" N"
San Francisco de las Flores;Santos Reyes Yucuná;115;104;" 98°01'51.859"" W";"17°46'38.623"" N"
Coxcatepec;Santos Reyes Yucuná;87;79;" 97°57'37.299"" W";"17°46'29.323"" N"
Santiago el Jazmín;Santos Reyes Yucuná;31;29;" 97°59'34.161"" W";"17°45'55.655"" N"
San José Buenavista;Santos Reyes Yucuná;173;160;" 98°00'58.150"" W";"17°46'54.800"" N"
Total del Municipio;Santo Tomás Jalieza;2065;1858;*;*
Santo Tomás Jalieza;Santo Tomás Jalieza;701;630;" 96°40'15.719"" W";"16°50'39.762"" N"
Santa Cecilia Jalieza;Santo Tomás Jalieza;626;586;" 96°36'51.251"" W";"16°53'02.730"" N"
Santo Domingo Jalieza;Santo Tomás Jalieza;732;636;" 96°37'45.247"" W";"16°52'10.247"" N"
El Tronco de Huamuche;Santo Tomás Jalieza;*;*;" 96°40'11.440"" W";"16°50'10.708"" N"
Paraje Santo Tomás Dos;Santo Tomás Jalieza;*;*;" 96°40'51.664"" W";"16°50'55.231"" N"
Localidades de una vivienda;Santo Tomás Jalieza;*;*;*;*
Localidades de dos viviendas;Santo Tomás Jalieza;*;*;*;*
Total del Municipio;Santo Tomás Mazaltepec;1349;1263;*;*
Santo Tomás Mazaltepec;Santo Tomás Mazaltepec;1349;1263;" 96°52'17.520"" W";"17°10'24.696"" N"
Total del Municipio;Santo Tomás Ocotepec;2209;1857;*;*
Santo Tomás Ocotepec;Santo Tomás Ocotepec;208;167;" 97°45'44.285"" W";"17°08'42.916"" N"
Benito Juárez;Santo Tomás Ocotepec;240;185;" 97°46'21.444"" W";"17°05'52.780"" N"
Diecinueve de Abril;Santo Tomás Ocotepec;281;253;" 97°46'50.920"" W";"17°08'05.008"" N"
Emiliano Zapata;Santo Tomás Ocotepec;88;60;" 97°46'21.576"" W";"17°08'09.923"" N"
Emilio Portes Gil;Santo Tomás Ocotepec;206;172;" 97°47'12.091"" W";"17°07'14.000"" N"
Francisco I. Madero;Santo Tomás Ocotepec;43;39;" 97°46'15.372"" W";"17°09'11.450"" N"
Francisco Villa;Santo Tomás Ocotepec;124;123;" 97°45'20.343"" W";"17°07'24.456"" N"
Lázaro Cárdenas;Santo Tomás Ocotepec;123;98;" 97°45'46.613"" W";"17°05'14.926"" N"
Miguel Hidalgo;Santo Tomás Ocotepec;173;137;" 97°45'22.831"" W";"17°07'55.126"" N"
Morelos;Santo Tomás Ocotepec;163;135;" 97°46'16.713"" W";"17°08'47.705"" N"
Nunuma;Santo Tomás Ocotepec;153;145;" 97°47'03.662"" W";"17°05'27.414"" N"
Plan Alemán;Santo Tomás Ocotepec;178;149;" 97°45'37.212"" W";"17°06'06.083"" N"
Yoso Tun Nama [Paraje];Santo Tomás Ocotepec;48;44;" 97°46'31.810"" W";"17°08'54.774"" N"
Genaro V. Vásquez;Santo Tomás Ocotepec;96;83;" 97°46'04.508"" W";"17°09'39.562"" N"
Laguna Amarilla;Santo Tomás Ocotepec;73;56;" 97°47'32.843"" W";"17°06'14.162"" N"
Yuyucu;Santo Tomás Ocotepec;12;11;" 97°48'15.841"" W";"17°05'55.448"" N"
Total del Municipio;Santo Tomás Tamazulapan;1418;1308;*;*
Santo Tomás Tamazulapan;Santo Tomás Tamazulapan;1049;972;" 96°35'08.984"" W";"16°16'19.324"" N"
El Cerrito;Santo Tomás Tamazulapan;107;109;" 96°34'04.212"" W";"16°15'08.644"" N"
San Jerónimo Miahuatlán;Santo Tomás Tamazulapan;94;94;" 96°33'18.296"" W";"16°16'35.351"" N"
Los Manantiales;Santo Tomás Tamazulapan;134;116;" 96°35'44.850"" W";"16°15'11.855"" N"
Güilotes;Santo Tomás Tamazulapan;*;*;" 96°32'43.026"" W";"16°13'19.408"" N"
Cerro de Tepalcatillos;Santo Tomás Tamazulapan;25;14;" 96°32'43.220"" W";"16°12'23.675"" N"
Localidades de dos viviendas;Santo Tomás Tamazulapan;*;*;*;*
Total del Municipio;San Vicente Coatlán;1895;1617;*;*
San Vicente Coatlán;San Vicente Coatlán;1702;1463;" 96°50'41.835"" W";"16°23'12.788"" N"
San Isidro la Cañada;San Vicente Coatlán;64;57;" 96°47'12.825"" W";"16°19'04.395"" N"
Arroyo de Sal;San Vicente Coatlán;25;23;" 96°51'06.749"" W";"16°23'30.147"" N"
Loma Pitayal (Tercer Barrio);San Vicente Coatlán;27;19;" 96°50'40.311"" W";"16°23'49.972"" N"
Primer Barrio;San Vicente Coatlán;15;12;" 96°50'29.388"" W";"16°22'58.743"" N"
El Sabino (Primer Barrio);San Vicente Coatlán;40;29;" 96°50'12.045"" W";"16°23'12.157"" N"
Tierra Blanca;San Vicente Coatlán;13;8;" 96°51'46.850"" W";"16°23'48.109"" N"
Arroyo Destendido;San Vicente Coatlán;6;6;" 96°50'38.679"" W";"16°22'18.854"" N"
Laat Laa Wesh;San Vicente Coatlán;*;*;" 96°49'31.310"" W";"16°22'22.895"" N"
Localidades de una vivienda;San Vicente Coatlán;*;*;*;*
Total del Municipio;San Vicente Lachixío;1767;1460;*;*
San Vicente Lachixío;San Vicente Lachixío;836;673;" 97°01'10.304"" W";"16°42'15.636"" N"
Ejido el Rincón;San Vicente Lachixío;846;722;" 97°02'24.556"" W";"16°38'05.018"" N"
Las Dos Cruces;San Vicente Lachixío;*;*;" 96°59'45.572"" W";"16°40'59.444"" N"
El Arroyo Bajo;San Vicente Lachixío;31;20;" 97°01'21.343"" W";"16°42'36.109"" N"
Llano de Chalaa;San Vicente Lachixío;11;14;" 97°00'33.275"" W";"16°41'40.247"" N"
Llano Metal;San Vicente Lachixío;*;*;" 97°00'32.101"" W";"16°40'20.973"" N"
Piedra Yavichi;San Vicente Lachixío;*;*;" 96°59'58.517"" W";"16°41'37.185"" N"
Loma Larga;San Vicente Lachixío;32;25;" 97°01'43.036"" W";"16°39'45.276"" N"
Arroyo Delgado;San Vicente Lachixío;*;*;" 97°01'36.467"" W";"16°39'59.772"" N"
Localidades de una vivienda;San Vicente Lachixío;9;6;*;*
Localidades de dos viviendas;San Vicente Lachixío;*;*;*;*
Total del Municipio;San Vicente Nuñú;238;211;*;*
San Vicente Nuñú;San Vicente Nuñú;173;159;" 97°26'32.221"" W";"17°27'24.339"" N"
Anamá;San Vicente Nuñú;13;11;" 97°26'48.715"" W";"17°24'36.161"" N"
Río Negro;San Vicente Nuñú;26;18;" 97°26'10.562"" W";"17°28'11.897"" N"
El Tejocote;San Vicente Nuñú;16;13;" 97°26'43.179"" W";"17°23'46.567"" N"
Guadalupe Diquinillujo;San Vicente Nuñú;10;10;" 97°26'43.221"" W";"17°27'45.697"" N"
Total del Municipio;Silacayoápam;3483;3227;*;*
Silacayoápam;Silacayoápam;1527;1384;" 98°08'33.307"" W";"17°30'05.210"" N"
Rancho Alfaro;Silacayoápam;70;55;" 98°05'47.179"" W";"17°34'32.670"" N"
El Carmen;Silacayoápam;123;110;" 98°07'48.480"" W";"17°31'32.528"" N"
Guadalupe Cabacoa;Silacayoápam;8;10;" 98°04'00.878"" W";"17°32'15.085"" N"
Barrio de la Providencia;Silacayoápam;33;32;" 98°08'44.127"" W";"17°32'27.856"" N"
Los Reyes Michapa;Silacayoápam;63;65;" 98°04'21.996"" W";"17°30'09.667"" N"
San Andrés Montaña;Silacayoápam;97;90;" 98°09'07.667"" W";"17°25'29.877"" N"
San Antonio;Silacayoápam;43;54;" 98°06'18.216"" W";"17°33'51.655"" N"
San Isidro;Silacayoápam;74;82;" 98°07'39.281"" W";"17°29'06.320"" N"
San Jerónimo Progreso;Silacayoápam;101;83;" 98°09'19.795"" W";"17°26'41.280"" N"
San Juan Huaxtepec;Silacayoápam;204;198;" 98°03'36.406"" W";"17°35'12.015"" N"
San Juan Trujano;Silacayoápam;160;129;" 98°10'43.334"" W";"17°44'11.297"" N"
San Martín del Estado;Silacayoápam;192;164;" 98°10'33.532"" W";"17°34'02.740"" N"
San Mateo Nuevo;Silacayoápam;23;20;" 98°04'21.057"" W";"17°29'51.499"" N"
San Miguel Aguacates;Silacayoápam;41;48;" 98°07'59.622"" W";"17°26'30.256"" N"
San Sebastián;Silacayoápam;87;97;" 98°08'23.165"" W";"17°29'25.141"" N"
San Sebastián Zoquiápam;Silacayoápam;203;187;" 98°15'19.859"" W";"17°46'48.947"" N"
Santiago Asunción;Silacayoápam;125;114;" 98°01'47.734"" W";"17°31'05.902"" N"
Santiago Patlanalá;Silacayoápam;126;99;" 98°07'06.251"" W";"17°31'57.308"" N"
San Vicente del Zapote;Silacayoápam;74;80;" 98°19'35.982"" W";"17°34'12.227"" N"
Rancho Vargas;Silacayoápam;26;26;" 98°04'30.038"" W";"17°32'29.157"" N"
Quinta Sección (Pista Aérea);Silacayoápam;10;19;" 98°07'53.549"" W";"17°29'58.129"" N"
El Chapitel;Silacayoápam;54;60;" 98°08'43.701"" W";"17°30'06.400"" N"
Yushico;Silacayoápam;9;10;" 98°08'20.114"" W";"17°31'01.122"" N"
Llano Grande;Silacayoápam;10;11;" 98°08'55.628"" W";"17°27'34.013"" N"
Total del Municipio;Sitio de Xitlapehua;364;349;*;*
Sitio de Xitlapehua;Sitio de Xitlapehua;282;254;" 96°31'57.371"" W";"16°21'03.730"" N"
Saúz;Sitio de Xitlapehua;60;66;" 96°32'43.469"" W";"16°21'36.432"" N"
La Guadalupe;Sitio de Xitlapehua;14;21;" 96°32'29.804"" W";"16°22'36.343"" N"
El Higo;Sitio de Xitlapehua;5;4;" 96°32'26.605"" W";"16°23'32.963"" N"
Rancho José Sánchez;Sitio de Xitlapehua;*;*;" 96°33'24.299"" W";"16°22'13.093"" N"
Localidades de dos viviendas;Sitio de Xitlapehua;*;*;*;*
Total del Municipio;Soledad Etla;3271;3077;*;*
Soledad Etla;Soledad Etla;2168;2011;" 96°49'14.725"" W";"17°10'18.063"" N"
Estanzuela;Soledad Etla;241;216;" 96°50'04.408"" W";"17°10'09.899"" N"
Matadamas;Soledad Etla;632;630;" 96°48'57.263"" W";"17°09'36.604"" N"
El Sabino;Soledad Etla;29;31;" 96°48'07.808"" W";"17°09'34.430"" N"
El Arroyo Veinte;Soledad Etla;130;122;" 96°49'23.302"" W";"17°09'41.411"" N"
El Zorrillo;Soledad Etla;30;26;" 96°50'05.759"" W";"17°10'26.474"" N"
Loma Negra [Paraje];Soledad Etla;41;41;" 96°48'55.760"" W";"17°09'05.220"" N"
Total del Municipio;Villa de Tamazulápam del Progreso;4570;3756;*;*
Villa de Tamazulápam del Progreso;Villa de Tamazulápam del Progreso;3720;2922;" 97°34'22.253"" W";"17°40'23.026"" N"
Cañada Grande;Villa de Tamazulápam del Progreso;24;25;" 97°32'10.322"" W";"17°41'31.625"" N"
Las Pilas;Villa de Tamazulápam del Progreso;62;54;" 97°32'03.462"" W";"17°40'00.018"" N"
Río del Oro;Villa de Tamazulápam del Progreso;106;91;" 97°36'39.832"" W";"17°41'41.340"" N"
San Jerónimo;Villa de Tamazulápam del Progreso;13;12;" 97°32'34.552"" W";"17°38'06.209"" N"
Tandique;Villa de Tamazulápam del Progreso;47;47;" 97°35'10.232"" W";"17°43'18.973"" N"
Xacahua;Villa de Tamazulápam del Progreso;113;85;" 97°34'22.139"" W";"17°42'43.331"" N"
Xatán;Villa de Tamazulápam del Progreso;11;9;" 97°36'26.488"" W";"17°45'17.246"" N"
El Espinal;Villa de Tamazulápam del Progreso;33;36;" 97°31'45.165"" W";"17°40'36.491"" N"
El Arco;Villa de Tamazulápam del Progreso;64;54;" 97°33'23.731"" W";"17°41'14.877"" N"
El Tejón;Villa de Tamazulápam del Progreso;28;29;" 97°35'01.435"" W";"17°46'07.099"" N"
La Raya;Villa de Tamazulápam del Progreso;15;22;" 97°38'29.692"" W";"17°46'03.901"" N"
Colonia Guadalupe;Villa de Tamazulápam del Progreso;46;53;" 97°34'42.474"" W";"17°40'53.835"" N"
La Presa (Rancho de los Ramírez);Villa de Tamazulápam del Progreso;14;17;" 97°35'04.468"" W";"17°41'15.799"" N"
Yodonduco;Villa de Tamazulápam del Progreso;28;34;" 97°35'09.909"" W";"17°40'44.098"" N"
El Calvario;Villa de Tamazulápam del Progreso;8;13;" 97°34'08.569"" W";"17°39'56.557"" N"
El Sabino;Villa de Tamazulápam del Progreso;*;*;" 97°34'49.863"" W";"17°39'52.454"" N"
Xarashi;Villa de Tamazulápam del Progreso;110;103;" 97°34'42.708"" W";"17°40'15.723"" N"
La Curva (Paraje Yuyute);Villa de Tamazulápam del Progreso;58;68;" 97°33'34.199"" W";"17°40'14.844"" N"
La Canoa;Villa de Tamazulápam del Progreso;11;15;" 97°34'30.779"" W";"17°39'46.050"" N"
Las Flores;Villa de Tamazulápam del Progreso;*;*;" 97°36'13.938"" W";"17°43'45.891"" N"
Xaxarja;Villa de Tamazulápam del Progreso;27;32;" 97°35'31.910"" W";"17°41'58.431"" N"
La Planta;Villa de Tamazulápam del Progreso;25;29;" 97°37'11.046"" W";"17°41'34.161"" N"
Localidades de dos viviendas;Villa de Tamazulápam del Progreso;7;6;*;*
Total del Municipio;Tanetze de Zaragoza;812;746;*;*
Tanetze de Zaragoza;Tanetze de Zaragoza;499;454;" 96°18'08.050"" W";"17°22'36.239"" N"
Santa María Yaviche;Tanetze de Zaragoza;309;287;" 96°17'39.296"" W";"17°24'01.892"" N"
Barrio Trinidad;Tanetze de Zaragoza;4;5;" 96°17'56.859"" W";"17°22'49.853"" N"
Total del Municipio;Taniche;474;413;*;*
Taniche;Taniche;474;413;" 96°45'12.893"" W";"16°34'01.072"" N"
Total del Municipio;Tataltepec de Valdés;3274;3112;*;*
Tataltepec de Valdés;Tataltepec de Valdés;1312;1229;" 97°32'45.850"" W";"16°18'23.063"" N"
El Ocote o la Palma;Tataltepec de Valdés;98;102;" 97°34'52.467"" W";"16°20'36.397"" N"
El Ocotillo o Arroyo de Arriba;Tataltepec de Valdés;12;11;" 97°31'08.474"" W";"16°19'04.612"" N"
Plan del Aire;Tataltepec de Valdés;112;131;" 97°35'44.145"" W";"16°19'58.044"" N"
Santa Cruz Tepenixtlahuaca;Tataltepec de Valdés;1595;1469;" 97°29'32.891"" W";"16°17'35.250"" N"
El Ocotillo;Tataltepec de Valdés;36;48;" 97°34'26.502"" W";"16°19'58.120"" N"
La Tuza;Tataltepec de Valdés;8;10;" 97°35'20.356"" W";"16°20'22.120"" N"
Barrio del Campo;Tataltepec de Valdés;59;56;" 97°32'36.653"" W";"16°17'56.960"" N"
Barrio Chico de Abajo;Tataltepec de Valdés;23;30;" 97°33'04.382"" W";"16°18'19.670"" N"
La Tuza;Tataltepec de Valdés;8;13;" 97°35'09.208"" W";"16°20'15.111"" N"
La Cruz de Costacho;Tataltepec de Valdés;11;13;" 97°35'35.468"" W";"16°21'52.251"" N"
Total del Municipio;Teococuilco de Marcos Pérez;533;499;*;*
Teococuilco de Marcos Pérez;Teococuilco de Marcos Pérez;457;433;" 96°36'53.800"" W";"17°21'07.161"" N"
Arroyo Guacamaya;Teococuilco de Marcos Pérez;51;47;" 96°42'38.345"" W";"17°14'38.184"" N"
Cacalote;Teococuilco de Marcos Pérez;10;8;" 96°42'49.385"" W";"17°17'07.843"" N"
Cruz Clavo;Teococuilco de Marcos Pérez;10;3;" 96°37'39.393"" W";"17°20'25.447"" N"
El Remolino (Vetundo);Teococuilco de Marcos Pérez;*;*;" 96°38'18.260"" W";"17°19'54.320"" N"
La Cruz;Teococuilco de Marcos Pérez;*;*;" 96°37'23.190"" W";"17°21'02.180"" N"
Localidades de dos viviendas;Teococuilco de Marcos Pérez;5;8;*;*
Total del Municipio;Teotitlán de Flores Magón;5313;4786;*;*
Teotitlán de Flores Magón;Teotitlán de Flores Magón;4470;3999;" 97°04'14.535"" W";"18°07'56.404"" N"
Ignacio Mejía;Teotitlán de Flores Magón;297;280;" 97°06'55.844"" W";"18°05'53.083"" N"
San Bernardino;Teotitlán de Flores Magón;156;156;" 97°01'05.764"" W";"18°08'13.889"" N"
Vigastepec;Teotitlán de Flores Magón;63;54;" 97°02'12.749"" W";"18°10'27.917"" N"
Puerto de la Soledad;Teotitlán de Flores Magón;*;*;" 96°59'53.030"" W";"18°09'57.679"" N"
Cerro Verde;Teotitlán de Flores Magón;62;56;" 97°01'16.348"" W";"18°10'36.624"" N"
El Vergel;Teotitlán de Flores Magón;*;*;" 97°05'57.841"" W";"18°08'12.651"" N"
Titla Cuautitla;Teotitlán de Flores Magón;23;20;" 97°05'10.462"" W";"18°08'19.597"" N"
San Miguel;Teotitlán de Flores Magón;28;25;" 97°04'48.369"" W";"18°08'37.229"" N"
Huerta Felipe Díaz Loaeza (Colonia Juárez);Teotitlán de Flores Magón;15;9;" 97°04'06.237"" W";"18°08'25.514"" N"
Cerro de Hidalgo Cuarta Sección;Teotitlán de Flores Magón;71;65;" 97°03'47.176"" W";"18°07'52.421"" N"
Lomas de San Jerónimo;Teotitlán de Flores Magón;8;5;" 97°04'28.774"" W";"18°07'11.797"" N"
Loma Larga;Teotitlán de Flores Magón;33;42;" 97°04'21.693"" W";"18°08'36.175"" N"
La Indita;Teotitlán de Flores Magón;28;26;" 97°03'55.440"" W";"18°08'32.890"" N"
Buenos Aires;Teotitlán de Flores Magón;54;42;" 97°03'55.644"" W";"18°08'25.351"" N"
La Aguacatera;Teotitlán de Flores Magón;*;*;" 97°04'36.200"" W";"18°08'48.890"" N"
Localidades de una vivienda;Teotitlán de Flores Magón;*;*;*;*
Localidades de dos viviendas;Teotitlán de Flores Magón;4;5;*;*
Total del Municipio;Teotitlán del Valle;3355;3037;*;*
Teotitlán del Valle;Teotitlán del Valle;2565;2293;" 96°31'08.215"" W";"17°01'46.486"" N"
Santiago Ixtaltepec;Teotitlán del Valle;550;527;" 96°33'58.062"" W";"17°01'44.815"" N"
Guenián;Teotitlán del Valle;16;18;" 96°30'23.946"" W";"17°01'43.942"" N"
Colonia Ricardo Flores Magón;Teotitlán del Valle;47;51;" 96°34'20.170"" W";"17°01'05.929"" N"
Santa Cecilia;Teotitlán del Valle;173;143;" 96°31'19.073"" W";"17°00'58.037"" N"
Crucero Teotitlán del Valle;Teotitlán del Valle;*;*;" 96°31'31.212"" W";"16°59'47.082"" N"
Localidades de dos viviendas;Teotitlán del Valle;*;*;*;*
Total del Municipio;Teotongo;548;457;*;*
Teotongo;Teotongo;309;241;" 97°32'12.165"" W";"17°43'34.764"" N"
La Luz;Teotongo;65;62;" 97°32'36.897"" W";"17°45'33.722"" N"
El Progreso;Teotongo;49;34;" 97°31'36.129"" W";"17°45'57.064"" N"
El Tecomate;Teotongo;37;30;" 97°33'00.575"" W";"17°44'05.246"" N"
Guadalupe;Teotongo;*;*;" 97°32'59.212"" W";"17°43'41.017"" N"
La Matanza;Teotongo;39;45;" 97°34'22.584"" W";"17°46'30.890"" N"
La Cruz [Rancho];Teotongo;20;13;" 97°32'19.358"" W";"17°43'00.699"" N"
Barrio de las Piedras Negras;Teotongo;15;14;" 97°32'01.438"" W";"17°44'11.438"" N"
Barrio Dieciséis de Septiembre;Teotongo;10;11;" 97°31'53.594"" W";"17°43'36.537"" N"
El Bajío;Teotongo;*;*;" 97°32'32.833"" W";"17°43'24.796"" N"
Ucrisol;Teotongo;*;*;" 97°32'59.052"" W";"17°44'41.422"" N"
Localidades de dos viviendas;Teotongo;4;7;*;*
Total del Municipio;Tepelmeme Villa de Morelos;1044;916;*;*
Tepelmeme Villa de Morelos;Tepelmeme Villa de Morelos;576;484;" 97°21'43.913"" W";"17°52'29.302"" N"
Las Flores;Tepelmeme Villa de Morelos;49;42;" 97°22'28.028"" W";"17°58'35.037"" N"
Mahuizapa;Tepelmeme Villa de Morelos;9;16;" 97°17'50.842"" W";"17°56'09.952"" N"
Puerto Mixteco;Tepelmeme Villa de Morelos;90;77;" 97°20'26.251"" W";"17°55'48.131"" N"
El Rodeo;Tepelmeme Villa de Morelos;78;79;" 97°21'24.090"" W";"17°58'52.980"" N"
Tierra Blanca;Tepelmeme Villa de Morelos;16;15;" 97°21'02.498"" W";"17°53'58.492"" N"
Torrecilla;Tepelmeme Villa de Morelos;74;61;" 97°22'59.967"" W";"17°53'53.689"" N"
La Unión;Tepelmeme Villa de Morelos;46;47;" 97°21'03.665"" W";"17°56'20.756"" N"
Cerro Negro;Tepelmeme Villa de Morelos;*;*;" 97°14'27.000"" W";"17°56'41.000"" N"
Loma Sotol;Tepelmeme Villa de Morelos;*;*;" 97°16'31.422"" W";"18°02'42.727"" N"
Hija de Roaria;Tepelmeme Villa de Morelos;5;4;" 97°20'00.839"" W";"18°02'37.539"" N"
El Rosario;Tepelmeme Villa de Morelos;*;*;" 97°18'53.426"" W";"17°56'23.165"" N"
Agua Chiquita;Tepelmeme Villa de Morelos;16;14;" 97°21'16.215"" W";"17°55'34.516"" N"
Río Blanco (La Matanza);Tepelmeme Villa de Morelos;23;18;" 97°23'23.002"" W";"17°57'56.218"" N"
Zoyaxtla;Tepelmeme Villa de Morelos;*;*;" 97°16'33.037"" W";"18°00'44.753"" N"
El Tambor;Tepelmeme Villa de Morelos;*;*;" 97°25'06.655"" W";"17°56'24.601"" N"
Barrio de Guadalupe (El Rodeo);Tepelmeme Villa de Morelos;13;11;" 97°20'42.189"" W";"17°58'18.369"" N"
San Isidro (La Unión);Tepelmeme Villa de Morelos;21;23;" 97°20'36.000"" W";"17°57'23.000"" N"
El Izote;Tepelmeme Villa de Morelos;*;*;" 97°21'59.735"" W";"17°57'15.551"" N"
Llano de Agua;Tepelmeme Villa de Morelos;*;*;" 97°23'52.891"" W";"17°56'41.370"" N"
El Mirador;Tepelmeme Villa de Morelos;*;*;" 97°21'12.507"" W";"18°03'54.021"" N"
El Picacho;Tepelmeme Villa de Morelos;6;9;" 97°18'58.141"" W";"18°08'29.578"" N"
Yerba Santa;Tepelmeme Villa de Morelos;*;*;" 97°19'55.600"" W";"18°07'31.840"" N"
Las Canteras;Tepelmeme Villa de Morelos;*;*;" 97°21'34.091"" W";"17°51'21.454"" N"
Localidades de una vivienda;Tepelmeme Villa de Morelos;9;8;*;*
Localidades de dos viviendas;Tepelmeme Villa de Morelos;13;8;*;*
Total del Municipio;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;6069;5396;*;*
Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;1295;1079;" 97°48'30.016"" W";"17°39'16.079"" N"
San Marcos de Garzón;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;142;104;" 97°56'32.672"" W";"17°33'21.811"" N"
Guadalupe de Cisneros;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;209;159;" 97°47'15.859"" W";"17°39'16.795"" N"
Juquila de León;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;106;86;" 97°46'55.690"" W";"17°38'19.199"" N"
San Isidro el Naranjo;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;165;160;" 97°47'26.667"" W";"17°36'39.921"" N"
Las Peñas;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;122;110;" 97°47'24.202"" W";"17°40'41.717"" N"
Rosario de Nuevo;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;41;45;" 97°51'11.397"" W";"17°36'10.349"" N"
San Andrés Yutatío;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;449;374;" 97°53'41.154"" W";"17°36'26.092"" N"
San Isidro Zaragoza;Heroica Villa Tezoatlán de Segura y Luna  Cuna de la Independencia de Oaxaca;128;116;" 97°56'12.818"" W";"17°31'56.632"" N"
